#Heat load;#Hot water load;#Electricity load;#Cooling load;#Car load
1.5933202378362323;0.0;0.1766201534496181;0.0;0.0
1.659658586836575;0.0;0.1719932548146491;0.0;0.0
1.7220131480302088;0.0;0.1925572412135632;0.0;0.0
1.7822511482683276;0.1745833333333333;0.311498071776591;0.0;0.0
1.791288521523683;0.0436458333333333;0.7503247351743356;0.0;0.0
5.13853720156935;1.1784375000000002;1.5806053774986792;0.0;0.0
4.717010558191059;2.5314583333333336;1.2201302702420322;0.0;0.0
1.1357105885405192;0.6546875000000001;1.9736632347850145;0.0;0.0
1.5509399897565683;0.0872916666666666;1.5343907159751533;0.0;0.0
1.624605534278925;0.3491666666666667;0.9754601805351486;0.0;0.0
1.630785626389727;0.261875;0.5811907066778472;0.0;0.0
4.778548632944575;0.0;0.6911736441972011;0.0;3.145
4.307980644099496;0.1745833333333333;2.8968745692464704;0.0;0.0
0.9893657224136624;0.0872916666666666;4.714279807399591;0.0;0.0
1.4067787138207113;0.0;1.3353905365003986;0.0;0.0
1.5767908964194663;0.0;0.6283405053804145;0.0;0.0
5.230375337859092;0.1745833333333333;0.8387892278196747;0.0;0.0
4.463510118929967;0.0;1.4575377422509113;0.0;0.0
4.132637771108727;0.0872916666666666;1.2817864555136915;0.0;0.0
4.480036982433762;0.0;0.47998112787156;0.0;0.0
4.520090810116471;0.0;0.4570503786334169;0.0;0.0
1.0847298058308967;0.0;0.3790134861168123;0.0;0.0
1.639033297571871;0.0;0.1732654682872388;0.0;0.0
1.7414827675114428;0.0;0.1763166478210789;0.0;0.0
1.8169842970534045;0.0;0.1756640176757944;0.0;0.0
1.9405996525595484;0.0;0.1711742359077609;0.0;0.0
2.0494523376314118;0.0872916666666666;0.188934285676681;0.0;0.0
2.021576501402239;0.261875;0.5066251191836272;0.0;0.0
1.9379422504518595;1.0475;0.7609740899290705;0.0;0.0
5.312060382374215;1.1784375000000002;1.918302481991938;0.0;0.0
4.876056903337647;1.8767708333333335;1.9225482925600732;0.0;0.0
1.2533745754595869;0.1745833333333333;0.6857917208904438;0.0;0.0
1.6600447940307386;0.0;0.5925276283904412;0.0;0.0
1.5022591584767475;0.3055208333333334;1.744428694454862;0.0;0.0
1.4821964636608227;0.0;1.6630253342300625;0.0;0.0
4.607067244701764;0.3491666666666667;1.0498746722576724;0.0;0.0
4.125135883838569;0.0872916666666666;1.7395550541916431;0.0;0.0
0.7503805691616686;0.3928125;1.163147820629438;0.0;0.0
1.3529390823984162;0.0872916666666666;0.8461751788553575;0.0;0.0
1.565701275261601;0.0;0.339556836860665;0.0;0.0
5.078931527324049;1.396666666666667;0.5919972858649878;0.0;0.0
4.3511022761190175;0.0;0.8134905474026504;0.0;0.0
4.021215271446974;0.0;0.8446553450028755;0.0;0.5549999999999999
4.27838901396144;0.0;0.9091343091824152;0.0;3.6999999999999993
4.281741413266452;0.0872916666666666;0.8110318576372179;0.0;0.4316666666666666
1.0215697765730252;0.0;0.4833873685328109;0.0;0.0
1.550145041023038;0.0;0.1841047261810702;0.0;0.0
1.6823151817657789;0.0;0.1797184523359729;0.0;0.0
1.7465944576577468;0.0;0.1713283941519133;0.0;0.0
