-700.1770070462608;-0.0;-254.02599882420517;0.0
-709.5314153721699;-0.0;-231.1667526996827;0.0
-717.2831060777828;-0.0;-225.8890977863228;0.0
-727.8056730361935;-0.0;-249.43614300571042;0.0
-1386.0813060130572;-0.0;-343.396189296317;0.0
-1343.8693586638237;-0.0;-249.42483828464867;0.0
-1304.2599539191847;-0.0;-283.96348116133765;0.0
-1266.277828638351;-0.0;-379.86884886338675;0.0
-1232.7272274875904;-0.0;-298.98936857619196;0.0
-1204.5835939033084;-0.0;-314.4537785464071;0.0
-1172.9422486147384;-0.0;-303.41820815966116;0.0
-1116.0502333006748;-0.0;-291.009682014065;0.0
-1054.8200398613624;-0.0;-362.28079228476344;0.0
-1004.3162836806719;-0.0;-290.9503586193582;0.0
-973.4895161786474;-0.0;-258.9385663857576;0.0
-979.5883545645434;-0.0;-352.4312964563536;0.0
-986.0776820170289;-0.0;-303.02834672317766;0.0
-989.3027264761873;-0.0;-258.9842903601044;0.0
-998.6575716725064;-0.0;-332.1886737064887;0.0
-1020.1873629018505;-0.0;-304.5370393587547;0.0
-1056.706857238755;-0.0;-299.8855959208802;0.0
-1092.904217067865;-0.0;-352.11799195815684;0.0
-1132.009401076254;-0.0;-271.3888366033405;0.0
-1178.76222611548;-0.0;-302.6761990026123;0.0
-1226.286515231875;-0.0;-378.21172504829127;0.0
-1277.5220622170636;-0.0;-271.84823282967415;0.0
-1279.0988411463143;-0.0;-277.85868642600843;0.0
-1277.3218723356645;-0.0;-385.8075286004679;0.0
-1412.9366833215156;-0.0;-324.39403240843325;0.0
-1557.508290926611;-0.0;-278.8177246604385;0.0
-1587.4288673192498;-0.0;-490.65158907962746;0.0
-1487.952081196323;-0.0;-526.3119561464142;0.0
-1491.8768320410218;-0.0;-381.3510917725804;0.0
-1527.6061854400843;-0.0;-397.9672548448193;0.0
-1536.9244015695363;-0.0;-287.22378284053104;0.0
-1531.9220212271957;-1328.9226814922115;-488.455706711659;0.0
-1519.0857651961649;-13984.35337635429;-696.034845204592;0.0
-1484.9591946583319;-76.8475806929845;-1085.9288368636057;0.0
-1489.9024974569993;-0.0;-293.51551514339616;0.0
-1503.0957081374052;-0.0;-329.6392573755165;0.0
-1362.5139434643345;-65.51059304207554;-574.4182086826916;0.0
-1212.9756937892246;-169.63003786705949;-312.16491676419434;0.0
-1181.5666324170952;-0.0;-309.3831376430233;0.0
-1270.3418117502183;-0.0;-241.39578930240893;0.0
-1242.2569229687156;-53.253573552852785;-519.072580219246;0.0
-1185.0112171471967;-30.035290816347352;-398.3085520672758;0.0
-1111.5770696872116;-36.83964993089403;-235.86569945128062;0.0
-999.8405872519604;-541.6618959799949;-1439.4978426275113;0.0
-972.077315872568;-0.0;-337.6937566500465;0.0
-953.0100740471556;-0.0;-243.93539458873767;0.0
-936.3609656185592;-0.0;-290.8020734817793;0.0
-900.5188590579996;-0.0;-307.35592798925074;0.0
-876.7725565004612;-3426.717818827971;-430.43510678366306;0.0
-852.9247002167626;-4982.1980321215515;-376.6645829034821;0.0
-827.7080618405615;-0.0;-261.6418466979755;0.0
-807.5213995010675;-401.5521670078378;-267.96127421532015;0.0
-791.4316214571562;-152.25099109764744;-404.65059293155497;0.0
-762.4708315409667;-106.98586104799497;-464.73107592789677;0.0
-771.9195114805966;-238.83684330211756;-2018.462460767227;0.0
-824.227549986306;-0.0;-1746.2089674350802;0.0
-763.3310086718708;-0.0;-696.6307200915262;0.0
-747.9029744059138;-0.0;-617.7170315420128;0.0
-740.2196329835651;-0.0;-2253.779408203491;0.0
-735.8987740746601;-0.0;-3090.6146800518104;0.0
-737.9333438330939;-0.0;-1756.4749678986323;0.0
-738.2129579331563;-53.48094837851043;-603.2143981654608;0.0
-734.6082936649791;-0.0;-554.5076906555095;0.0
-734.3131411285307;-0.0;-561.6001230430223;0.0
-734.1775174801328;-0.0;-619.2767776535426;0.0
-741.6877157998724;-0.0;-524.9799174192394;0.0
-744.453791455515;-0.0;-569.2591747094974;0.0
-746.4733747166608;-0.0;-404.17685118545694;0.0
-789.6525417468146;-0.0;-266.45611767519216;0.0
-785.8395821114428;-0.0;-285.8345870196446;0.0
-777.051682354373;-0.0;-256.8313613376221;0.0
-777.3952481601726;-0.0;-253.68860850686508;0.0
-786.3256920130211;-0.0;-350.3872976599886;0.0
-799.6688707950378;-0.0;-247.6182344258604;0.0
-801.6240745435583;-0.0;-315.35504088165675;0.0
-806.1165013972334;-0.0;-445.10196113481567;0.0
-829.4939988859965;-0.0;-500.9532428480962;0.0
-853.7121705126302;-0.0;-849.6053169219015;0.0
-899.6205531801876;-0.0;-778.0605467265012;0.0
-929.5037227932775;-0.0;-699.1813304144575;0.0
-962.1275873092637;-0.0;-686.0778051183099;0.0
-996.2218753480009;-0.0;-753.3301083491599;0.0
-958.4654104137467;-0.0;-662.5627282621261;0.0
-968.3341055968843;-0.0;-714.8541476673853;0.0
-1008.8068569363908;-0.0;-776.4115427776443;0.0
-1036.6422023863727;-0.0;-662.5785178862828;0.0
-1079.5399447192137;-2.938822871224923;-692.2383857121754;0.0
-1097.341943006903;-0.0;-806.9866661968821;0.0
-1098.0338558079054;-0.0;-763.5498954756408;0.0
-1108.9136334073096;-0.0;-526.8659671142215;0.0
-1112.0532271583659;-0.0;-399.1787811534434;0.0
-1114.353377608305;-0.0;-403.291478047876;0.0
-1110.3622327205271;-0.0;-378.79748989983153;0.0
-1105.6775471009912;-0.0;-371.2899476320657;0.0
-1213.0858389135662;-0.0;-242.38650734946802;0.0
-1264.025527502572;-0.0;-358.6935043389418;0.0
-1175.4787278517124;-0.0;-194.22932616370994;0.0
-1168.5058660442196;-0.0;-228.993818065935;0.0
-1168.001528607059;-0.0;-234.31738555075265;0.0
-1177.2059451080866;-0.0;-267.69638216166686;0.0
-1185.6779434536716;-0.0;-263.58160968394526;0.0
-1187.955693236103;-0.0;-511.7784408281241;0.0
-1197.77742137878;-0.0;-230.88051926014927;0.0
-1186.328411591721;-0.0;-140.4497298776717;0.0
-1164.284900040609;-0.0;-153.69265930358858;0.0
-1194.73172021219;-0.0;-150.79061964108968;0.0
-1190.5231836151838;-0.0;-248.02711897673615;0.0
-1185.792933911963;-0.0;-288.4348073115976;0.0
-1199.2794221957251;-0.0;-240.33887473443386;0.0
-1208.6043502346674;-0.0;-218.58625793376868;0.0
-1207.951342701584;-0.0;-230.49206356493752;0.0
-1207.2643807261454;-0.0;-158.32249375984145;0.0
-1208.9021757364485;-0.0;-206.07770111402553;0.0
-1217.23697036773;-0.0;-224.83912267652988;0.0
-1214.6009275341023;-0.0;-140.78941661699733;0.0
-1229.2894732366365;-0.0;-177.09376219306267;0.0
-1269.8653818260457;-0.0;-237.07244284199655;0.0
-1242.9429803822693;-0.0;-223.98029114767198;0.0
-1252.9401043522755;-0.0;-266.7960527148361;0.0
-1269.2522323114204;-0.0;-299.55013505650714;0.0
-1204.0343086899366;-0.0;-162.90546036913253;0.0
-1223.8132739869197;-0.0;-152.71720829102827;0.0
-1236.0554273207438;-0.0;-140.0555463075609;0.0
-1230.8981593936846;-0.0;-160.54823804843014;0.0
-1238.7659875619947;-7812.701031359815;-298.09653730462844;0.0
-1241.6141849186333;-935.7691090196287;-877.7823546575584;0.0
-1259.9546120887182;-0.0;-415.2195338012597;0.0
-1265.0290030822314;-0.0;-336.2165098089351;0.0
-1265.8566968998352;-0.0;-234.90030008475318;0.0
-1278.5524642358978;-0.0;-517.1329787474707;0.0
-1248.7081907168895;-0.0;-1690.109808388679;0.0
-1255.952026910832;-0.0;-411.3276528183721;0.0
-1320.3056352368378;-0.0;-460.6625619944495;0.0
-1311.9733333032864;-0.0;-480.7960867351048;0.0
-1316.6436875954607;-0.0;-390.0886632637486;0.0
-1330.1908506183493;-300.5974364912098;-406.90455511402575;0.0
-1326.9777392635813;-0.0;-347.43520859268557;0.0
-1327.1242233477437;-0.0;-336.774431274771;0.0
-1327.016295598024;-0.0;-358.45121170649975;0.0
-1314.8453360953938;-0.0;-358.69318587000583;0.0
-1306.5583462930615;-0.0;-397.3969318182433;0.0
-1302.7908962015254;-0.0;-449.4137852010732;0.0
-1327.4519624994143;-0.0;-408.7282031749516;0.0
-1280.0952157575903;-0.0;-329.2502201823017;0.0
-1212.910126975659;-0.0;-365.3413793006199;0.0
-1176.6013189904616;-0.0;-364.1414285088699;0.0
-1136.8003896481346;-0.0;-318.8028087465861;0.0
-1099.4809195922085;-2475.517914236847;-463.3905127349561;0.0
-1063.0010791242933;-2294.3784101553315;-447.40787357423;0.0
-1027.2534172089086;-0.0;-370.49852250388534;0.0
-993.3712215426267;-0.0;-352.6586992385106;0.0
-971.8585747485632;-675.2155622943501;-744.7710971445416;0.0
-947.9034553318454;-0.0;-406.98408024186415;0.0
-963.5224146929304;-0.0;-425.9899464395025;0.0
-930.2601736077071;-0.0;-445.3076414794284;0.0
-906.1764607548374;-0.0;-296.9101202321264;0.0
-956.7846026832543;-0.0;-425.90118147706545;0.0
-992.1986440898577;-0.0;-311.40499300922124;0.0
-1007.3372329633346;-0.0;-233.651330548938;0.0
-994.9501879256276;-0.0;-229.70652757559273;0.0
-996.7053494171785;-0.0;-222.68706621480288;0.0
-1000.8558230943878;-0.0;-268.76481992392274;0.0
-1011.1763391495101;-0.0;-230.32313386586836;0.0
-1054.8935714866907;-0.0;-210.5313009065591;0.0
-1083.1447971810942;-0.0;-248.9232874690502;0.0
-1065.7113307007032;-0.0;-228.40227553564273;0.0
-1068.726278289658;-0.0;-200.65344815470536;0.0
-1128.7604375066535;-0.0;-285.8056483680135;0.0
-1149.8234180432826;-0.0;-237.62656919263068;0.0
-1114.7108414293;-0.0;-198.4323593824763;0.0
-1092.5915352521715;-0.0;-266.571587115984;0.0
-1156.2904592140492;-66.9360472045099;-652.4869002174787;0.0
-1186.5791026892755;-258.6464749833345;-828.8308333406341;0.0
-1170.9306792336004;-104.67850318454603;-2616.355065340451;0.0
-1164.6877743904697;-768.9194407125135;-2979.0971988855845;0.0
-1164.6757804884173;-2748.085838601247;-1735.7535078766666;0.0
-1173.8405725823575;-0.0;-1176.8900757836088;0.0
-1158.4077198642622;-0.0;-434.90552456726846;0.0
-1193.68812217831;-68.17039614022845;-407.9060731296221;0.0
-1152.5440573251774;-0.0;-511.71961317084947;0.0
-1115.4406653038975;-0.0;-401.1856577047482;0.0
-1123.590163719739;-0.0;-481.2378547837589;0.0
-1173.2309936672707;-0.0;-485.41553860789753;0.0
-1115.9086029539774;-0.0;-426.1465955564367;0.0
-1088.9370046696558;-0.0;-462.84653622541254;0.0
-1106.9727124193143;-0.0;-508.0607146276217;0.0
-1116.841208116557;-0.0;-473.20180342392166;0.0
-1082.7720580753864;-0.0;-534.5866836657921;0.0
-1047.2024328764467;-0.0;-502.78476841722676;0.0
-1045.3609056768648;-0.0;-452.4894814852646;0.0
-1014.1225084085963;-0.0;-533.1929596589364;0.0
-1038.4855381020805;-0.0;-488.37436443073;0.0
-1175.4787278517124;-0.0;-194.22932616370994;0.0
-1168.5058660442196;-0.0;-228.993818065935;0.0
-1168.001528607059;-0.0;-234.31738555075265;0.0
-1177.2059451080866;-0.0;-267.69638216166686;0.0
-1185.6779434536716;-0.0;-263.58160968394526;0.0
-1187.955693236103;-0.0;-511.7784408281241;0.0
-1197.77742137878;-0.0;-230.88051926014927;0.0
-1186.328411591721;-0.0;-140.4497298776717;0.0
-1164.284900040609;-0.0;-153.69265930358858;0.0
-1194.73172021219;-0.0;-150.79061964108968;0.0
-1190.5231836151838;-0.0;-248.02711897673615;0.0
-1185.792933911963;-0.0;-288.4348073115976;0.0
-1199.2794221957251;-0.0;-240.33887473443386;0.0
-1208.6043502346674;-0.0;-218.58625793376868;0.0
-1207.951342701584;-0.0;-230.49206356493752;0.0
-1207.2643807261454;-0.0;-158.32249375984145;0.0
-1208.9021757364485;-0.0;-206.07770111402553;0.0
-1217.23697036773;-0.0;-224.83912267652988;0.0
-1214.6009275341023;-0.0;-140.78941661699733;0.0
-1229.2894732366365;-0.0;-177.09376219306267;0.0
-1269.8653818260457;-0.0;-237.07244284199655;0.0
-1242.9429803822693;-0.0;-223.98029114767198;0.0
-1252.9401043522755;-0.0;-266.7960527148361;0.0
-1269.2522323114204;-0.0;-299.55013505650714;0.0
-1204.0343086899366;-0.0;-162.90546036913253;0.0
-1223.8132739869197;-0.0;-152.71720829102827;0.0
-1236.0554273207438;-0.0;-140.0555463075609;0.0
-1230.8981593936846;-0.0;-160.54823804843014;0.0
-1238.7659875619947;-7812.701031359815;-298.09653730462844;0.0
-1241.6141849186333;-935.7691090196287;-877.7823546575584;0.0
-1259.9546120887182;-0.0;-415.2195338012597;0.0
-1265.0290030822314;-0.0;-336.2165098089351;0.0
