# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2023-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5162
# Longitude (positive East, ISO 19115): 13.3777
# Altitude (m): 36.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2023-10-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-07-14T22:00:00.0/2022-07-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-14T23:00:00.0/2022-07-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T00:00:00.0/2022-07-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T01:00:00.0/2022-07-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T02:00:00.0/2022-07-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T03:00:00.0/2022-07-15T04:00:00.0;63.8774;25.2043;9.8925;15.3118;123.0993;21.0000;3.6230;17.3770;44.5296;0.6667
2022-07-15T04:00:00.0/2022-07-15T05:00:00.0;246.5948;140.8716;89.9419;50.9296;463.3626;120.5209;62.1618;58.3591;340.7356;1.0000
2022-07-15T05:00:00.0/2022-07-15T06:00:00.0;440.3781;296.7103;224.1495;72.5608;665.3164;207.6889;72.0287;135.6602;201.6471;1.0000
2022-07-15T06:00:00.0/2022-07-15T07:00:00.0;630.3135;458.8562;371.7225;87.1337;775.2760;289.2571;78.7738;210.4833;173.4552;1.0000
2022-07-15T07:00:00.0/2022-07-15T08:00:00.0;803.4500;609.5731;510.9076;98.6655;837.1938;323.7728;39.6165;284.1563;65.2152;1.0000
2022-07-15T08:00:00.0/2022-07-15T09:00:00.0;947.9786;737.1077;629.7843;107.3234;875.1749;148.8033;4.3839;144.4194;6.4848;1.0000
2022-07-15T09:00:00.0/2022-07-15T10:00:00.0;1054.0387;831.3394;717.2795;114.0599;896.7064;173.5893;1.2083;172.3810;1.4763;1.0000
2022-07-15T10:00:00.0/2022-07-15T11:00:00.0;1114.3898;884.9984;765.9492;119.0491;905.7875;269.4548;18.1288;251.3260;21.2294;1.0000
2022-07-15T11:00:00.0/2022-07-15T12:00:00.0;1124.9061;894.0050;772.1275;121.8775;904.5651;487.3975;77.7544;409.6431;91.1015;1.0000
2022-07-15T12:00:00.0/2022-07-15T13:00:00.0;1084.8584;855.9897;732.5328;123.4569;889.7515;525.5292;140.4087;385.1205;169.7491;1.0000
2022-07-15T13:00:00.0/2022-07-15T14:00:00.0;996.9636;773.9269;650.9748;122.9521;860.1771;452.4849;90.2395;362.2454;119.5265;1.0000
2022-07-15T14:00:00.0/2022-07-15T15:00:00.0;867.2004;655.5369;536.6379;118.8990;814.7286;347.4460;46.3746;301.0714;71.8969;1.0000
2022-07-15T15:00:00.0/2022-07-15T16:00:00.0;704.4012;510.5439;401.1191;109.4247;748.8364;249.1251;30.5510;218.5741;59.0948;1.0000
2022-07-15T16:00:00.0/2022-07-15T17:00:00.0;519.6506;351.1373;257.9375;93.1999;650.3765;253.5268;97.1008;156.4260;254.5195;1.0000
2022-07-15T17:00:00.0/2022-07-15T18:00:00.0;325.5291;192.6763;123.5790;69.0972;490.0800;173.9363;87.3365;86.5998;323.8746;1.0000
2022-07-15T18:00:00.0/2022-07-15T19:00:00.0;135.2565;59.9800;27.2172;32.7628;228.7370;50.2078;11.9834;38.2245;127.4322;0.9083
2022-07-15T19:00:00.0/2022-07-15T20:00:00.0;5.7816;1.4572;0.1463;1.3109;4.2642;1.4572;0.1463;1.3109;4.2642;0.8667
2022-07-15T20:00:00.0/2022-07-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T21:00:00.0/2022-07-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T22:00:00.0/2022-07-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-15T23:00:00.0/2022-07-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T00:00:00.0/2022-07-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T01:00:00.0/2022-07-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T02:00:00.0/2022-07-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T03:00:00.0/2022-07-16T04:00:00.0;61.0540;22.1657;7.7482;14.4175;98.8082;3.0620;0.0000;3.0620;0.0000;0.6750
2022-07-16T04:00:00.0/2022-07-16T05:00:00.0;243.4361;128.4146;74.6803;53.7342;388.6899;41.8495;0.0071;41.8424;0.0321;1.0000
2022-07-16T05:00:00.0/2022-07-16T06:00:00.0;437.4457;275.7913;191.8554;83.9359;572.9089;38.5105;0.0026;38.5078;0.0098;1.0000
2022-07-16T06:00:00.0/2022-07-16T07:00:00.0;627.6249;434.0215;329.7184;104.3031;689.9371;82.9031;0.4237;82.4794;0.8414;1.0000
2022-07-16T07:00:00.0/2022-07-16T08:00:00.0;801.0052;584.9464;469.6582;115.2882;771.6699;275.0624;34.2889;240.7735;55.4272;1.0000
2022-07-16T08:00:00.0/2022-07-16T09:00:00.0;945.7609;713.5746;592.8063;120.7683;825.6288;382.7040;103.4176;279.2864;147.4414;1.0000
2022-07-16T09:00:00.0/2022-07-16T10:00:00.0;1052.0150;811.8265;692.4125;119.4140;867.2011;562.0718;248.1913;313.8805;307.6522;1.0000
2022-07-16T10:00:00.0/2022-07-16T11:00:00.0;1112.5137;873.6243;761.7036;111.9207;902.3135;585.1483;224.5744;360.5739;265.8721;1.0000
2022-07-16T11:00:00.0/2022-07-16T12:00:00.0;1123.1202;891.6529;790.5795;101.0734;927.7874;794.5485;562.5790;231.9695;661.0710;1.0000
2022-07-16T12:00:00.0/2022-07-16T13:00:00.0;1083.0989;859.0278;760.5103;98.5175;925.3210;858.3232;758.7488;99.5745;923.1066;1.0000
2022-07-16T13:00:00.0/2022-07-16T14:00:00.0;995.1644;777.7270;673.2911;104.4359;891.3385;587.2402;284.5106;302.7295;371.8460;1.0000
2022-07-16T14:00:00.0/2022-07-16T15:00:00.0;865.2976;659.6357;552.6607;106.9750;840.9490;548.9693;338.8512;210.1181;520.1479;1.0000
2022-07-16T15:00:00.0/2022-07-16T16:00:00.0;702.3379;515.7813;416.4363;99.3450;780.1835;417.2686;238.0750;179.1937;444.7139;1.0000
2022-07-16T16:00:00.0/2022-07-16T17:00:00.0;517.3804;358.0645;275.7248;82.3396;699.2355;310.4504;195.0384;115.4120;483.2340;1.0000
2022-07-16T17:00:00.0/2022-07-16T18:00:00.0;323.0196;199.6726;139.5233;60.1493;560.0162;184.0764;112.8186;71.2577;446.2485;1.0000
2022-07-16T18:00:00.0/2022-07-16T19:00:00.0;132.4912;62.9579;33.5256;29.4322;290.3367;62.9579;33.5256;29.4322;290.3367;0.7833
2022-07-16T19:00:00.0/2022-07-16T20:00:00.0;5.0456;1.3413;0.1883;1.1531;5.2492;1.3413;0.1883;1.1531;5.2492;0.8833
2022-07-16T20:00:00.0/2022-07-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T21:00:00.0/2022-07-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T22:00:00.0/2022-07-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-16T23:00:00.0/2022-07-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T00:00:00.0/2022-07-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T01:00:00.0/2022-07-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T02:00:00.0/2022-07-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T03:00:00.0/2022-07-17T04:00:00.0;58.2024;24.2394;10.9655;13.2739;145.1802;20.8237;4.8614;15.9623;63.7682;0.6917
2022-07-17T04:00:00.0/2022-07-17T05:00:00.0;240.1949;140.7809;95.4945;45.2864;507.3316;139.9495;93.5827;46.3667;491.3153;1.0000
2022-07-17T05:00:00.0/2022-07-17T06:00:00.0;434.4396;294.2942;228.9926;65.3016;689.9415;272.0859;183.4320;88.6539;569.0845;1.0000
2022-07-17T06:00:00.0/2022-07-17T07:00:00.0;624.8692;452.3479;372.8280;79.5199;784.8185;328.8909;89.4921;239.3987;191.6712;1.0000
2022-07-17T07:00:00.0/2022-07-17T08:00:00.0;798.4977;598.4720;506.9756;91.4964;836.2424;396.7869;84.1838;312.6031;140.2563;1.0000
2022-07-17T08:00:00.0/2022-07-17T09:00:00.0;943.4819;721.0387;619.6826;101.3561;865.5206;413.2358;82.3071;330.9287;118.3558;1.0000
2022-07-17T09:00:00.0/2022-07-17T10:00:00.0;1049.9290;811.3719;700.8298;110.5421;879.8130;445.0245;69.0369;375.9876;86.7905;1.0000
2022-07-17T10:00:00.0/2022-07-17T11:00:00.0;1110.5708;862.3665;743.7900;118.5765;882.8240;659.8934;302.4143;357.4791;357.9126;1.0000
2022-07-17T11:00:00.0/2022-07-17T12:00:00.0;1121.2611;869.1932;744.6724;124.5209;875.4294;745.5837;461.9968;283.5869;543.4138;1.0000
2022-07-17T12:00:00.0/2022-07-17T13:00:00.0;1081.2576;833.3738;711.2388;122.1350;867.0571;822.2980;685.5109;136.7871;836.4182;1.0000
2022-07-17T13:00:00.0/2022-07-17T14:00:00.0;993.2733;757.6914;646.0491;111.6423;857.2232;757.6914;646.0491;111.6423;857.2232;1.0000
2022-07-17T14:00:00.0/2022-07-17T15:00:00.0;863.2923;645.9705;546.8391;99.1314;834.5497;636.6334;526.8035;109.8299;801.7081;1.0000
2022-07-17T15:00:00.0/2022-07-17T16:00:00.0;700.1613;505.7721;418.1226;87.6496;785.7155;501.7486;409.6496;92.0990;771.0330;1.0000
2022-07-17T16:00:00.0/2022-07-17T17:00:00.0;514.9869;348.8533;273.2175;75.6357;695.8108;329.9527;241.2101;88.7427;616.9777;1.0000
2022-07-17T17:00:00.0/2022-07-17T18:00:00.0;320.3781;192.0327;134.6575;57.3753;543.9350;192.0327;134.6575;57.3753;543.9350;1.0000
2022-07-17T18:00:00.0/2022-07-17T19:00:00.0;129.5875;58.6251;30.3553;28.2698;264.7390;58.6251;30.3553;28.2698;264.7390;0.7833
2022-07-17T19:00:00.0/2022-07-17T20:00:00.0;4.3304;1.0800;0.1223;0.9577;3.3995;1.0800;0.1223;0.9577;3.3995;0.8833
2022-07-17T20:00:00.0/2022-07-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T21:00:00.0/2022-07-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T22:00:00.0/2022-07-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-17T23:00:00.0/2022-07-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T00:00:00.0/2022-07-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T01:00:00.0/2022-07-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T02:00:00.0/2022-07-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T03:00:00.0/2022-07-18T04:00:00.0;55.3816;20.0048;7.2546;12.7502;96.1626;20.0048;7.2546;12.7502;96.1626;0.6083
2022-07-18T04:00:00.0/2022-07-18T05:00:00.0;236.8723;125.0813;76.0881;48.9932;406.4953;123.1059;75.4101;47.6958;403.2375;0.9667
2022-07-18T05:00:00.0/2022-07-18T06:00:00.0;431.3606;271.8663;196.9158;74.9506;596.5449;271.8663;196.9158;74.9506;596.5449;1.0000
2022-07-18T06:00:00.0/2022-07-18T07:00:00.0;622.0471;425.0475;327.4670;97.5805;692.5281;424.8044;326.8085;97.9958;691.3043;1.0000
2022-07-18T07:00:00.0/2022-07-18T08:00:00.0;795.9279;566.7781;445.4969;121.2812;737.3255;557.7488;420.9479;136.8009;693.9857;1.0000
2022-07-18T08:00:00.0/2022-07-18T09:00:00.0;941.1419;686.3595;542.8916;143.4679;760.2930;615.2053;352.9698;262.2355;501.0139;1.0000
2022-07-18T09:00:00.0/2022-07-18T10:00:00.0;1047.7802;775.3395;614.4097;160.9299;772.9731;683.7581;346.0110;337.7470;436.0839;1.0000
2022-07-18T10:00:00.0/2022-07-18T11:00:00.0;1108.5612;826.4796;653.7783;172.7012;777.4939;683.9657;265.5657;418.4000;315.7589;1.0000
2022-07-18T11:00:00.0/2022-07-18T12:00:00.0;1119.3284;833.7795;652.6738;181.1057;768.6956;660.2433;237.0619;423.1815;278.9476;1.0000
2022-07-18T12:00:00.0/2022-07-18T13:00:00.0;1079.3340;797.0852;615.1866;181.8986;751.3148;563.9512;151.9365;412.0147;185.6604;1.0000
2022-07-18T13:00:00.0/2022-07-18T14:00:00.0;991.2900;719.1686;544.4836;174.6850;723.7876;416.0588;83.0448;333.0139;108.4581;1.0000
2022-07-18T14:00:00.0/2022-07-18T15:00:00.0;861.1841;605.4399;442.9508;162.4892;677.2589;466.5592;171.2216;295.3376;265.5667;1.0000
2022-07-18T15:00:00.0/2022-07-18T16:00:00.0;697.8712;467.3481;326.0191;141.3290;614.4291;324.9290;73.4597;251.4693;135.5575;1.0000
2022-07-18T16:00:00.0/2022-07-18T17:00:00.0;512.4700;317.2721;205.5875;111.6846;525.3634;233.9486;51.8145;182.1342;129.1382;1.0000
2022-07-18T17:00:00.0/2022-07-18T18:00:00.0;317.6049;169.4273;93.4856;75.9417;378.5660;124.4668;17.6981;106.7687;78.3066;1.0000
2022-07-18T18:00:00.0/2022-07-18T19:00:00.0;126.5458;49.4061;17.7184;31.6877;153.1396;40.7627;8.0266;32.7361;85.4680;0.7833
2022-07-18T19:00:00.0/2022-07-18T20:00:00.0;3.6430;0.8146;0.0372;0.7774;1.0407;0.8146;0.0372;0.7774;1.0407;0.8917
2022-07-18T20:00:00.0/2022-07-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T21:00:00.0/2022-07-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T22:00:00.0/2022-07-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-18T23:00:00.0/2022-07-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T00:00:00.0/2022-07-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T01:00:00.0/2022-07-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T02:00:00.0/2022-07-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T03:00:00.0/2022-07-19T04:00:00.0;52.5653;18.8228;6.3214;12.5015;85.8379;18.8228;6.3214;12.5015;85.8379;0.6167
2022-07-19T04:00:00.0/2022-07-19T05:00:00.0;233.4696;122.9296;71.8495;51.0800;388.1070;122.9296;71.8495;51.0800;388.1070;0.9667
2022-07-19T05:00:00.0/2022-07-19T06:00:00.0;428.2099;271.6772;192.4673;79.2098;586.9418;271.6772;192.4673;79.2098;586.9418;1.0000
2022-07-19T06:00:00.0/2022-07-19T07:00:00.0;619.1595;430.0983;330.8312;99.2671;702.3189;430.0983;330.8312;99.2671;702.3189;1.0000
2022-07-19T07:00:00.0/2022-07-19T08:00:00.0;793.2961;579.1329;464.9791;114.1538;771.8781;579.1329;464.9791;114.1538;771.8781;1.0000
2022-07-19T08:00:00.0/2022-07-19T09:00:00.0;938.7410;705.6043;580.5657;125.0387;815.0432;705.1978;579.5543;125.6435;813.7057;1.0000
2022-07-19T09:00:00.0/2022-07-19T10:00:00.0;1045.5686;798.5687;662.6182;135.9504;835.5256;770.0629;590.7159;179.3470;743.5306;1.0000
2022-07-19T10:00:00.0/2022-07-19T11:00:00.0;1106.4843;850.8612;703.3381;147.5231;838.1202;850.8612;703.3381;147.5231;838.1202;1.0000
2022-07-19T11:00:00.0/2022-07-19T12:00:00.0;1117.3217;858.8646;702.4045;156.4602;828.8686;858.8646;702.4045;156.4602;828.8686;1.0000
2022-07-19T12:00:00.0/2022-07-19T13:00:00.0;1077.3276;819.4509;656.3076;163.1433;803.0622;819.4509;656.3076;163.1433;803.0622;1.0000
2022-07-19T13:00:00.0/2022-07-19T14:00:00.0;989.2139;735.6395;569.8646;165.7749;759.0824;735.6395;569.8646;165.7749;759.0824;1.0000
2022-07-19T14:00:00.0/2022-07-19T15:00:00.0;858.9724;615.6583;453.4478;162.2105;694.9387;615.6583;453.4478;162.2105;694.9387;1.0000
2022-07-19T15:00:00.0/2022-07-19T16:00:00.0;695.4672;470.8336;323.2623;147.5713;610.9059;470.8336;323.2623;147.5713;610.9059;1.0000
2022-07-19T16:00:00.0/2022-07-19T17:00:00.0;509.8296;314.2915;193.5364;120.7551;496.1320;314.2915;193.5364;120.7551;496.1320;1.0000
2022-07-19T17:00:00.0/2022-07-19T18:00:00.0;314.7001;162.6418;80.0809;82.5609;324.9381;162.6418;80.0809;82.5609;324.9381;1.0000
2022-07-19T18:00:00.0/2022-07-19T19:00:00.0;123.3664;45.1514;12.5364;32.6150;107.9900;45.1514;12.5364;32.6150;107.9900;0.7833
2022-07-19T19:00:00.0/2022-07-19T20:00:00.0;2.9901;0.6450;0.0247;0.6203;0.4994;0.6450;0.0247;0.6203;0.4994;0.9000
2022-07-19T20:00:00.0/2022-07-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T21:00:00.0/2022-07-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T22:00:00.0/2022-07-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-19T23:00:00.0/2022-07-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T00:00:00.0/2022-07-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T01:00:00.0/2022-07-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T02:00:00.0/2022-07-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T03:00:00.0/2022-07-20T04:00:00.0;49.7591;15.3778;2.9459;12.4319;40.1476;15.3778;2.9459;12.4319;40.1476;0.6250
2022-07-20T04:00:00.0/2022-07-20T05:00:00.0;229.9881;107.2731;47.2638;60.0093;254.5790;101.2401;40.0506;61.1895;223.5095;0.9667
2022-07-20T05:00:00.0/2022-07-20T06:00:00.0;424.9883;248.9559;148.2908;100.6651;453.8989;246.0999;144.6843;101.4156;439.8985;1.0000
2022-07-20T06:00:00.0/2022-07-20T07:00:00.0;616.2070;404.9047;274.9758;129.9289;585.7946;385.2060;243.2385;141.9675;521.6205;1.0000
2022-07-20T07:00:00.0/2022-07-20T08:00:00.0;790.6030;553.7187;403.4489;150.2698;671.7481;541.7829;381.5508;160.2321;634.8290;1.0000
2022-07-20T08:00:00.0/2022-07-20T09:00:00.0;936.2794;680.6221;516.6693;163.9528;727.1934;680.6221;516.6693;163.9528;727.1934;1.0000
2022-07-20T09:00:00.0/2022-07-20T10:00:00.0;1043.2943;774.7576;601.4333;173.3243;760.0367;774.7576;601.4333;173.3243;760.0367;1.0000
2022-07-20T10:00:00.0/2022-07-20T11:00:00.0;1104.3398;828.7209;649.4116;179.3093;775.4456;828.7209;649.4116;179.3093;775.4456;1.0000
2022-07-20T11:00:00.0/2022-07-20T12:00:00.0;1115.2404;838.3353;656.9548;181.3805;776.8073;838.3353;656.9548;181.3805;776.8073;1.0000
2022-07-20T12:00:00.0/2022-07-20T13:00:00.0;1075.2379;801.0695;619.1277;181.9418;759.1727;726.7798;440.2898;286.4900;535.9716;1.0000
2022-07-20T13:00:00.0/2022-07-20T14:00:00.0;987.0444;719.6892;539.5628;180.1264;720.4241;615.9648;271.2381;344.7267;364.6359;1.0000
2022-07-20T14:00:00.0/2022-07-20T15:00:00.0;856.6569;602.1124;430.1408;171.9716;661.1130;526.4020;266.2587;260.1433;408.3254;1.0000
2022-07-20T15:00:00.0/2022-07-20T16:00:00.0;692.9489;460.3430;308.0522;152.2907;584.4847;399.0680;178.2584;220.8096;341.7323;1.0000
2022-07-20T16:00:00.0/2022-07-20T17:00:00.0;507.0656;307.5193;186.4871;121.0322;480.9683;303.1424;177.8982;125.2442;461.7977;1.0000
2022-07-20T17:00:00.0/2022-07-20T18:00:00.0;311.6638;159.3320;78.6524;80.6796;322.7536;159.3320;78.6524;80.6796;322.7536;1.0000
2022-07-20T18:00:00.0/2022-07-20T19:00:00.0;120.0499;43.6763;12.5117;31.1647;109.9114;43.6763;12.5117;31.1647;109.9114;0.7833
2022-07-20T19:00:00.0/2022-07-20T20:00:00.0;2.3574;0.4987;0.0155;0.4833;0.2225;0.4987;0.0155;0.4833;0.2225;0.9167
2022-07-20T20:00:00.0/2022-07-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T21:00:00.0/2022-07-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T22:00:00.0/2022-07-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-20T23:00:00.0/2022-07-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-21T00:00:00.0/2022-07-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-21T01:00:00.0/2022-07-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-21T02:00:00.0/2022-07-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-21T03:00:00.0/2022-07-21T04:00:00.0;46.9599;14.3213;2.8513;11.4700;40.2439;14.3213;2.8513;11.4700;40.2439;0.6417
2022-07-21T04:00:00.0/2022-07-21T05:00:00.0;226.4291;102.6364;43.8371;58.7993;240.7630;102.3886;43.4535;58.9351;239.1801;0.9667
2022-07-21T05:00:00.0/2022-07-21T06:00:00.0;421.6970;238.0095;132.5660;105.4435;409.4333;227.4931;115.4602;112.0330;347.5941;1.0000
2022-07-21T06:00:00.0/2022-07-21T07:00:00.0;613.1904;386.6419;239.8667;146.7752;513.9481;377.8670;228.4909;149.3761;487.0178;1.0000
2022-07-21T07:00:00.0/2022-07-21T08:00:00.0;787.8489;527.5480;343.0618;184.4862;573.5416;463.4541;240.3040;223.1501;411.7368;1.0000
2022-07-21T08:00:00.0/2022-07-21T09:00:00.0;933.7571;647.0878;428.3997;218.6882;604.8616;582.7298;293.0202;289.7097;411.0217;1.0000
2022-07-21T09:00:00.0/2022-07-21T10:00:00.0;1040.9572;738.1185;500.9545;237.1640;634.4437;593.6676;218.0675;375.6001;278.1044;1.0000
2022-07-21T10:00:00.0/2022-07-21T11:00:00.0;1102.1277;792.8873;555.6811;237.2061;664.9186;375.4187;32.6396;342.7791;38.9511;1.0000
2022-07-21T11:00:00.0/2022-07-21T12:00:00.0;1113.0841;803.6421;573.2531;230.3890;679.2676;444.1194;64.3819;379.7375;76.1406;1.0000
2022-07-21T12:00:00.0/2022-07-21T13:00:00.0;1073.0643;768.0860;543.5225;224.5635;667.9046;207.0698;2.2116;204.8583;2.6602;1.0000
