# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2023-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5162
# Longitude (positive East, ISO 19115): 13.3777
# Altitude (m): 36.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2023-10-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-03-21T03:00:00.0/2022-03-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T04:00:00.0/2022-03-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T05:00:00.0/2022-03-21T06:00:00.0;68.2165;30.0727;14.0525;16.0202;163.8766;30.0727;14.0525;16.0202;163.8766;0.7000
2022-03-21T06:00:00.0/2022-03-21T07:00:00.0;276.8905;170.8796;116.6150;54.2647;561.8956;170.8796;116.6150;54.2647;561.8956;1.0000
2022-03-21T07:00:00.0/2022-03-21T08:00:00.0;471.8078;334.1847;258.7281;75.4566;749.0317;334.1847;258.7281;75.4566;749.0317;1.0000
2022-03-21T08:00:00.0/2022-03-21T09:00:00.0;634.8895;478.3516;390.6525;87.6992;843.7153;478.3516;390.6525;87.6992;843.7153;1.0000
2022-03-21T09:00:00.0/2022-03-21T10:00:00.0;755.0384;587.0073;491.9691;95.0382;894.4232;587.0073;491.9691;95.0382;894.4232;1.0000
2022-03-21T10:00:00.0/2022-03-21T11:00:00.0;824.0847;650.5009;551.3304;99.1705;918.6694;650.5009;551.3304;99.1705;918.6694;1.0000
2022-03-21T11:00:00.0/2022-03-21T12:00:00.0;837.3436;663.3306;563.0652;100.2653;923.3980;663.3306;563.0652;100.2653;923.3980;1.0000
2022-03-21T12:00:00.0/2022-03-21T13:00:00.0;793.9351;621.0060;519.1958;101.8102;897.6330;621.0060;519.1958;101.8102;897.6330;1.0000
2022-03-21T13:00:00.0/2022-03-21T14:00:00.0;696.8436;527.0356;424.6406;102.3951;835.6240;527.0356;424.6406;102.3951;835.6240;1.0000
2022-03-21T14:00:00.0/2022-03-21T15:00:00.0;552.7141;393.0603;297.2020;95.8583;735.1794;393.0603;297.2020;95.8583;735.1794;1.0000
2022-03-21T15:00:00.0/2022-03-21T16:00:00.0;371.3985;236.2223;160.3016;75.9207;584.6248;236.2223;160.3016;75.9207;584.6248;1.0000
2022-03-21T16:00:00.0/2022-03-21T17:00:00.0;165.2832;82.0154;42.9704;39.0450;316.7236;82.0154;42.9704;39.0450;316.7236;0.9083
2022-03-21T17:00:00.0/2022-03-21T18:00:00.0;7.5347;2.1539;0.3599;1.7940;9.9836;2.1539;0.3599;1.7940;9.9836;0.8667
2022-03-21T18:00:00.0/2022-03-21T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T19:00:00.0/2022-03-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T20:00:00.0/2022-03-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T21:00:00.0/2022-03-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T22:00:00.0/2022-03-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-21T23:00:00.0/2022-03-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T00:00:00.0/2022-03-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T01:00:00.0/2022-03-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T02:00:00.0/2022-03-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T03:00:00.0/2022-03-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T04:00:00.0/2022-03-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T05:00:00.0/2022-03-22T06:00:00.0;75.1172;36.9958;20.8992;16.0967;237.8872;36.9958;20.8992;16.0967;237.8872;0.6833
2022-03-22T06:00:00.0/2022-03-22T07:00:00.0;285.2525;187.8601;140.3352;47.5249;660.6755;187.8601;140.3352;47.5249;660.6755;1.0000
2022-03-22T07:00:00.0/2022-03-22T08:00:00.0;479.9225;354.2152;290.9958;63.2193;828.6895;354.2152;290.9958;63.2193;828.6895;1.0000
2022-03-22T08:00:00.0/2022-03-22T09:00:00.0;642.7144;499.6467;427.9601;71.6866;912.7919;499.6467;427.9601;71.6866;912.7919;1.0000
2022-03-22T09:00:00.0/2022-03-22T10:00:00.0;762.5507;607.8200;531.2601;76.5600;955.9175;607.8200;531.2601;76.5600;955.9175;1.0000
2022-03-22T10:00:00.0/2022-03-22T11:00:00.0;831.2832;669.2952;590.0175;79.2777;974.0981;669.2952;590.0175;79.2777;974.0981;0.8750
2022-03-22T11:00:00.0/2022-03-22T12:00:00.0;844.2487;679.9551;600.1850;79.7701;975.6741;679.9551;600.1850;79.7701;975.6741;1.0000
2022-03-22T12:00:00.0/2022-03-22T13:00:00.0;800.5873;637.1299;557.6627;79.4671;955.7193;637.1299;557.6627;79.4671;955.7193;1.0000
2022-03-22T13:00:00.0/2022-03-22T14:00:00.0;703.3008;544.5800;466.7964;77.7836;910.0274;544.5800;466.7964;77.7836;910.0274;1.0000
2022-03-22T14:00:00.0/2022-03-22T15:00:00.0;559.0478;412.6670;340.6530;72.0140;833.8214;412.6670;340.6530;72.0140;833.8214;1.0000
2022-03-22T15:00:00.0/2022-03-22T16:00:00.0;377.6887;255.0395;195.8371;59.2024;704.1611;255.0395;195.8371;59.2024;704.1611;1.0000
2022-03-22T16:00:00.0/2022-03-22T17:00:00.0;171.6129;93.7587;59.5779;34.1808;434.2964;93.7587;59.5779;34.1808;434.2964;0.9083
2022-03-22T17:00:00.0/2022-03-22T18:00:00.0;9.3198;3.0141;0.8594;2.1547;22.6945;3.0141;0.8594;2.1547;22.6945;0.8500
2022-03-22T18:00:00.0/2022-03-22T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T19:00:00.0/2022-03-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T20:00:00.0/2022-03-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T21:00:00.0/2022-03-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T22:00:00.0/2022-03-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-22T23:00:00.0/2022-03-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T00:00:00.0/2022-03-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T01:00:00.0/2022-03-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T02:00:00.0/2022-03-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T03:00:00.0/2022-03-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T04:00:00.0/2022-03-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T05:00:00.0/2022-03-23T06:00:00.0;82.3719;35.8829;16.5534;19.3296;177.0029;35.8340;16.4936;19.3404;176.5589;0.6583
2022-03-23T06:00:00.0/2022-03-23T07:00:00.0;293.5876;176.7893;117.4545;59.3348;534.5472;172.2477;112.5674;59.6803;507.5623;1.0000
2022-03-23T07:00:00.0/2022-03-23T08:00:00.0;487.9999;337.1510;254.2567;82.8943;710.9230;337.1510;254.2567;82.8943;710.9230;1.0000
2022-03-23T08:00:00.0/2022-03-23T09:00:00.0;650.4930;478.9877;381.7954;97.1923;803.8884;478.9877;381.7954;97.1923;803.8884;1.0000
2022-03-23T09:00:00.0/2022-03-23T10:00:00.0;770.0100;584.7394;477.2477;107.4917;849.9190;584.7394;477.2477;107.4917;849.9190;1.0000
2022-03-23T10:00:00.0/2022-03-23T11:00:00.0;838.4244;644.6839;528.9540;115.7299;865.3733;644.6839;528.9540;115.7299;865.3733;1.0000
2022-03-23T11:00:00.0/2022-03-23T12:00:00.0;851.0949;654.5464;534.1989;120.3476;860.9224;654.5464;534.1989;120.3476;860.9224;1.0000
2022-03-23T12:00:00.0/2022-03-23T13:00:00.0;807.1820;611.8456;489.5052;122.3404;831.4743;611.8456;489.5052;122.3404;831.4743;1.0000
2022-03-23T13:00:00.0/2022-03-23T14:00:00.0;709.7049;520.0497;399.7830;120.2667;771.5428;520.0497;399.7830;120.2667;771.5428;1.0000
2022-03-23T14:00:00.0/2022-03-23T15:00:00.0;565.3351;388.8759;278.8677;110.0082;673.5770;388.8759;278.8677;110.0082;673.5770;1.0000
2022-03-23T15:00:00.0/2022-03-23T16:00:00.0;383.9413;235.0677;149.4559;85.6118;526.2209;235.0677;149.4559;85.6118;526.2209;1.0000
2022-03-23T16:00:00.0/2022-03-23T17:00:00.0;177.9154;84.4409;40.1352;44.3057;276.7353;84.4409;40.1352;44.3057;276.7353;0.9083
2022-03-23T17:00:00.0/2022-03-23T18:00:00.0;11.2836;3.1818;0.4997;2.6821;12.5580;3.1818;0.4997;2.6821;12.5580;0.8333
2022-03-23T18:00:00.0/2022-03-23T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T19:00:00.0/2022-03-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T20:00:00.0/2022-03-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T21:00:00.0/2022-03-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T22:00:00.0/2022-03-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-23T23:00:00.0/2022-03-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T00:00:00.0/2022-03-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T01:00:00.0/2022-03-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T02:00:00.0/2022-03-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T03:00:00.0/2022-03-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T04:00:00.0/2022-03-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T05:00:00.0/2022-03-24T06:00:00.0;89.9218;40.5479;19.8175;20.7305;203.0636;40.5479;19.8175;20.7305;203.0636;0.6417
2022-03-24T06:00:00.0/2022-03-24T07:00:00.0;301.8925;185.6083;126.9801;58.6282;563.5063;185.6083;126.9801;58.6282;563.5063;1.0000
2022-03-24T07:00:00.0/2022-03-24T08:00:00.0;496.0369;345.7959;264.6069;81.1890;727.9544;345.7959;264.6069;81.1890;727.9544;1.0000
2022-03-24T08:00:00.0/2022-03-24T09:00:00.0;658.2226;486.0808;390.0059;96.0749;811.2570;486.0808;390.0059;96.0749;811.2570;1.0000
2022-03-24T09:00:00.0/2022-03-24T10:00:00.0;777.4136;591.0463;484.8767;106.1696;854.7732;591.0463;484.8767;106.1696;854.7732;1.0000
2022-03-24T10:00:00.0/2022-03-24T11:00:00.0;845.5060;651.3026;538.6179;112.6847;873.2986;651.3026;538.6179;112.6847;873.2986;1.0000
2022-03-24T11:00:00.0/2022-03-24T12:00:00.0;857.8806;661.4993;545.7393;115.7601;872.0778;661.4993;545.7393;115.7601;872.0778;1.0000
2022-03-24T12:00:00.0/2022-03-24T13:00:00.0;813.7180;621.6275;508.3357;113.2918;856.2310;621.6275;508.3357;113.2918;856.2310;1.0000
2022-03-24T13:00:00.0/2022-03-24T14:00:00.0;716.0548;535.0444;430.0719;104.9725;822.6678;535.0444;430.0719;104.9725;822.6678;1.0000
2022-03-24T14:00:00.0/2022-03-24T15:00:00.0;571.5753;408.4947;316.6643;91.8304;757.3573;408.4947;316.6643;91.8304;757.3573;1.0000
2022-03-24T15:00:00.0/2022-03-24T16:00:00.0;390.1558;253.9723;181.3221;72.6501;629.6027;253.9723;181.3221;72.6501;629.6027;1.0000
2022-03-24T16:00:00.0/2022-03-24T17:00:00.0;184.1900;95.6264;54.3760;41.2504;369.5641;95.6264;54.3760;41.2504;369.5641;0.9083
2022-03-24T17:00:00.0/2022-03-24T18:00:00.0;13.4246;4.2071;1.0134;3.1937;24.0804;4.2071;1.0134;3.1937;24.0804;0.8250
2022-03-24T18:00:00.0/2022-03-24T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T19:00:00.0/2022-03-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T20:00:00.0/2022-03-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T21:00:00.0/2022-03-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T22:00:00.0/2022-03-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-24T23:00:00.0/2022-03-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T00:00:00.0/2022-03-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T01:00:00.0/2022-03-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T02:00:00.0/2022-03-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T03:00:00.0/2022-03-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T04:00:00.0/2022-03-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T05:00:00.0/2022-03-25T06:00:00.0;97.7793;37.5755;12.3024;25.2732;117.6889;37.5755;12.3024;25.2732;117.6889;0.6250
2022-03-25T06:00:00.0/2022-03-25T07:00:00.0;310.1636;167.1124;88.3395;78.7728;378.9206;146.1077;62.9698;83.1379;275.5117;1.0000
2022-03-25T07:00:00.0/2022-03-25T08:00:00.0;504.0302;316.9947;197.7959;119.1988;534.3541;303.0242;179.8389;123.1853;479.2051;1.0000
2022-03-25T08:00:00.0/2022-03-25T09:00:00.0;665.9001;451.1136;301.5353;149.5783;619.3820;451.1136;301.5353;149.5783;619.3820;1.0000
2022-03-25T09:00:00.0/2022-03-25T10:00:00.0;784.7592;551.3465;379.4133;171.9332;662.1797;551.3465;379.4133;171.9332;662.1797;1.0000
2022-03-25T10:00:00.0/2022-03-25T11:00:00.0;852.5261;607.4688;420.5151;186.9537;675.8350;607.4688;420.5151;186.9537;675.8350;1.0000
2022-03-25T11:00:00.0/2022-03-25T12:00:00.0;864.6038;614.2410;419.4590;194.7820;664.6719;614.2410;419.4590;194.7820;664.6719;1.0000
2022-03-25T12:00:00.0/2022-03-25T13:00:00.0;820.1938;572.1638;379.6196;192.5442;633.8470;572.1638;379.6196;192.5442;633.8470;1.0000
2022-03-25T13:00:00.0/2022-03-25T14:00:00.0;722.3494;484.9555;306.2103;178.7452;579.7808;460.5542;272.3993;188.1549;510.8759;1.0000
2022-03-25T14:00:00.0/2022-03-25T15:00:00.0;577.7674;360.2001;207.4677;152.7325;489.2657;210.4727;27.4116;183.0611;61.8965;1.0000
2022-03-25T15:00:00.0/2022-03-25T16:00:00.0;396.3313;214.8641;104.2319;110.6322;353.6394;171.6376;55.7029;115.9347;194.6448;1.0000
2022-03-25T16:00:00.0/2022-03-25T17:00:00.0;190.4359;77.8967;25.1868;52.7098;160.8567;55.9461;4.9494;50.9967;39.4874;0.9083
2022-03-25T17:00:00.0/2022-03-25T18:00:00.0;15.7222;4.0362;0.3590;3.6772;7.7698;3.5486;0.1964;3.3522;4.2503;0.8083
2022-03-25T18:00:00.0/2022-03-25T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T19:00:00.0/2022-03-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T20:00:00.0/2022-03-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T21:00:00.0/2022-03-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T22:00:00.0/2022-03-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-25T23:00:00.0/2022-03-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T00:00:00.0/2022-03-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T01:00:00.0/2022-03-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T02:00:00.0/2022-03-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T03:00:00.0/2022-03-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T04:00:00.0/2022-03-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T05:00:00.0/2022-03-26T06:00:00.0;105.9812;47.0742;22.3337;24.7405;209.8234;46.9413;22.1536;24.7878;208.6482;0.7250
2022-03-26T06:00:00.0/2022-03-26T07:00:00.0;318.3975;191.2141;126.9307;64.2834;535.0738;179.8294;110.5513;69.2781;462.0407;1.0000
2022-03-26T07:00:00.0/2022-03-26T08:00:00.0;511.9766;345.8256;254.7997;91.0259;678.7009;325.5511;216.7449;108.8061;578.3139;1.0000
2022-03-26T08:00:00.0/2022-03-26T09:00:00.0;673.5229;479.8139;369.6821;110.1319;750.7489;408.3544;229.3529;179.0015;477.6843;1.0000
2022-03-26T09:00:00.0/2022-03-26T10:00:00.0;792.0443;578.7193;455.2865;123.4328;786.9443;312.6332;65.3149;247.3182;116.6289;1.0000
2022-03-26T10:00:00.0/2022-03-26T11:00:00.0;859.4824;633.9352;501.0873;132.8478;798.3574;289.0932;19.2061;269.8871;30.7905;1.0000
2022-03-26T11:00:00.0/2022-03-26T12:00:00.0;871.2631;640.6503;502.4478;138.2025;789.6569;286.9237;14.0093;272.9145;22.0300;1.0000
2022-03-26T12:00:00.0/2022-03-26T13:00:00.0;826.6081;597.8029;454.0680;143.7349;751.7599;242.7721;7.0398;235.7323;11.5571;1.0000
2022-03-26T13:00:00.0/2022-03-26T14:00:00.0;728.5876;508.1731;362.9285;145.2445;680.8541;185.3916;1.5669;183.8247;2.8823;1.0000
2022-03-26T14:00:00.0/2022-03-26T15:00:00.0;583.9106;380.3503;245.4721;134.8783;572.4835;133.9960;0.3095;133.6865;0.6986;1.0000
2022-03-26T15:00:00.0/2022-03-26T16:00:00.0;402.4670;233.2267;130.0399;103.1868;436.5549;60.1819;0.0414;60.1405;0.1392;1.0000
2022-03-26T16:00:00.0/2022-03-26T17:00:00.0;196.6524;89.9693;37.1690;52.8003;234.8098;26.9859;0.2969;26.6890;1.5467;0.9083
2022-03-26T17:00:00.0/2022-03-26T18:00:00.0;18.2277;5.1835;0.7195;4.4640;14.6862;0.6313;0.0000;0.6313;0.0000;0.7917
2022-03-26T18:00:00.0/2022-03-26T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T19:00:00.0/2022-03-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T20:00:00.0/2022-03-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T21:00:00.0/2022-03-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T22:00:00.0/2022-03-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-26T23:00:00.0/2022-03-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-27T00:00:00.0/2022-03-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-27T01:00:00.0/2022-03-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-27T02:00:00.0/2022-03-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-27T03:00:00.0/2022-03-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-03-27T04:00:00.0/2022-03-27T05:00:00.0;0.0627;0.0138;0.0018;0.0120;0.0000;0.0138;0.0018;0.0120;0.0000;0.9917
2022-03-27T05:00:00.0/2022-03-27T06:00:00.0;114.3976;52.3407;25.7195;26.6213;233.1016;48.7190;19.8167;28.9023;192.8111;0.7167
2022-03-27T06:00:00.0/2022-03-27T07:00:00.0;326.5909;200.8763;137.9582;62.9180;566.5525;179.6492;105.9064;73.7429;428.9713;1.0000
2022-03-27T07:00:00.0/2022-03-27T08:00:00.0;519.8732;360.1434;277.5046;82.6388;727.3477;327.0298;224.7110;102.3188;583.0389;1.0000
2022-03-27T08:00:00.0/2022-03-27T09:00:00.0;681.0882;499.1011;405.0376;94.0635;812.8404;486.7343;383.1623;103.5719;765.8220;1.0000
2022-03-27T09:00:00.0/2022-03-27T10:00:00.0;799.2664;601.7656;499.1699;102.5957;854.5322;537.5236;368.1792;169.3444;634.4469;1.0000
2022-03-27T10:00:00.0/2022-03-27T11:00:00.0;866.3730;659.0625;548.9938;110.0687;867.2256;651.7718;533.9650;117.8068;842.9118;1.0000
2022-03-27T11:00:00.0/2022-03-27T12:00:00.0;877.8568;667.2061;552.6069;114.5993;861.4820;667.2061;552.6069;114.5993;861.4820;1.0000
2022-03-27T12:00:00.0/2022-03-27T13:00:00.0;832.9596;627.0432;514.8487;112.1945;845.7590;627.0432;514.8487;112.1945;845.7590;1.0000
2022-03-27T13:00:00.0/2022-03-27T14:00:00.0;734.7684;541.8827;439.1435;102.7392;817.3273;541.8827;439.1435;102.7392;817.3273;1.0000
2022-03-27T14:00:00.0/2022-03-27T15:00:00.0;590.0039;417.5289;328.1991;89.3298;759.4122;417.5289;328.1991;89.3298;759.4122;1.0000
2022-03-27T15:00:00.0/2022-03-27T16:00:00.0;408.5622;265.9534;195.0255;70.9279;647.0002;265.9534;195.0255;70.9279;647.0002;1.0000
2022-03-27T16:00:00.0/2022-03-27T17:00:00.0;202.8385;108.2391;65.5254;42.7136;412.5145;108.2391;65.5254;42.7136;412.5145;1.0000
2022-03-27T17:00:00.0/2022-03-27T18:00:00.0;20.9057;7.0345;2.1344;4.9001;41.9881;7.0345;2.1344;4.9001;41.9881;0.8083
